adresse,Building_Number,repetition,type_voie,Street_Name,Zip_Code,City,Country,Recipient,prompt
france b 158 92100 victor hugo rue nice clinique du parc,158,B,rue,Victor Hugo,92100,Nice,France,Clinique du Parc,"Parsing: france b 158 92100 victor hugo rue nice clinique du parc
Champs: {""Building_Number"": 158, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 92100, ""repetition"": ""B"", ""type_voie"": ""rue""}"
Mairie de Lyon 111 A chemin Jean Jaurès 67000 Strasbourg France,111,A,chemin,Jean Jaurès,67000,Strasbourg,France,Mairie de Lyon,"Parsing: Mairie de Lyon 111 A chemin Jean Jaurès 67000 Strasbourg France
Champs: {""Building_Number"": 111, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Mairie de Lyon"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 67000, ""repetition"": ""A"", ""type_voie"": ""chemin""}"
école saint-exupéry 61 b impasse de verdun 67000 bordeaux france,61,B,impasse,de Verdun,67000,Bordeaux,France,École Saint-Exupéry,"Parsing: école saint-exupéry 61 b impasse de verdun 67000 bordeaux france
Champs: {""Building_Number"": 61, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""École Saint-Exupéry"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 67000, ""repetition"": ""B"", ""type_voie"": ""impasse""}"
Paris France 39 92100 boulevard Jean Jaurès bis,39,bis,boulevard,Jean Jaurès,92100,Paris,France,,"Parsing: Paris France 39 92100 boulevard Jean Jaurès bis
Champs: {""Building_Number"": 39, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 92100, ""repetition"": ""bis"", ""type_voie"": ""boulevard""}"
Pharmacie Centrale 190 B boulevard Jean Jaurès 6000 Bordeaux France,190,B,boulevard,Jean Jaurès,6000,Bordeaux,France,Pharmacie Centrale,"Parsing: Pharmacie Centrale 190 B boulevard Jean Jaurès 6000 Bordeaux France
Champs: {""Building_Number"": 190, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 6000, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
boulangerie martin 62 ter rue de verdun 67000 strasbourg france,62,ter,rue,de Verdun,67000,Strasbourg,France,Boulangerie Martin,"Parsing: boulangerie martin 62 ter rue de verdun 67000 strasbourg france
Champs: {""Building_Number"": 62, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Boulangerie Martin"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""rue""}"
62 a rue victor hugo 75001 marseille france,62,A,rue,Victor Hugo,75001,Marseille,France,,"Parsing: 62 a rue victor hugo 75001 marseille france
Champs: {""Building_Number"": 62, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 75001, ""repetition"": ""A"", ""type_voie"": ""rue""}"
Boulangerie Martin 48 B route du Général Leclerc 92100 Nice France,48,B,route,du Général Leclerc,92100,Nice,France,Boulangerie Martin,"Parsing: Boulangerie Martin 48 B route du Général Leclerc 92100 Nice France
Champs: {""Building_Number"": 48, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""Boulangerie Martin"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 92100, ""repetition"": ""B"", ""type_voie"": ""route""}"
Entreprise Dupuis 88 bis impasse des Lilas 44000 Toulouse France,88,bis,impasse,des Lilas,44000,Toulouse,France,Entreprise Dupuis,"Parsing: Entreprise Dupuis 88 bis impasse des Lilas 44000 Toulouse France
Champs: {""Building_Number"": 88, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 44000, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
boulevard 13008 france 66 boulogne-billancourt clinique du parc jean-baptiste clément,66,,boulevard,Jean-Baptiste Clément,13008,Boulogne-Billancourt,France,Clinique du Parc,"Parsing: boulevard 13008 france 66 boulogne-billancourt clinique du parc jean-baptiste clément
Champs: {""Building_Number"": 66, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""Jean-Baptiste Clément"", ""Zip_Code"": 13008, ""repetition"": null, ""type_voie"": ""boulevard""}"
Dr. Roux A 78 Pierre-et-Marie-Curie avenue France 33000 Strasbourg,78,A,avenue,Pierre-et-Marie-Curie,33000,Strasbourg,France,Dr. Roux,"Parsing: Dr. Roux A 78 Pierre-et-Marie-Curie avenue France 33000 Strasbourg
Champs: {""Building_Number"": 78, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""Pierre-et-Marie-Curie"", ""Zip_Code"": 33000, ""repetition"": ""A"", ""type_voie"": ""avenue""}"
106 impasse Louis-le-Grand 31000 Boulogne-Billancourt France,106,,impasse,Louis-le-Grand,31000,Boulogne-Billancourt,France,,"Parsing: 106 impasse Louis-le-Grand 31000 Boulogne-Billancourt France
Champs: {""Building_Number"": 106, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Louis-le-Grand"", ""Zip_Code"": 31000, ""repetition"": null, ""type_voie"": ""impasse""}"
87 nantes france saint-jean-baptiste 6000 chemin clinique du parc,87,,chemin,Saint-Jean-Baptiste,6000,Nantes,France,Clinique du Parc,"Parsing: 87 nantes france saint-jean-baptiste 6000 chemin clinique du parc
Champs: {""Building_Number"": 87, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""Saint-Jean-Baptiste"", ""Zip_Code"": 6000, ""repetition"": null, ""type_voie"": ""chemin""}"
crèche les poussins 154 avenue charles-de-gaulle 44000 bordeaux france,154,,avenue,Charles-de-Gaulle,44000,Bordeaux,France,Crèche Les Poussins,"Parsing: crèche les poussins 154 avenue charles-de-gaulle 44000 bordeaux france
Champs: {""Building_Number"": 154, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Crèche Les Poussins"", ""Street_Name"": ""Charles-de-Gaulle"", ""Zip_Code"": 44000, ""repetition"": null, ""type_voie"": ""avenue""}"
Mme Faure 8 impasse Jean-Macé 44000 Nantes France,8,,impasse,Jean-Macé,44000,Nantes,France,Mme Faure,"Parsing: Mme Faure 8 impasse Jean-Macé 44000 Nantes France
Champs: {""Building_Number"": 8, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Mme Faure"", ""Street_Name"": ""Jean-Macé"", ""Zip_Code"": 44000, ""repetition"": null, ""type_voie"": ""impasse""}"
café de la gare 109 rue paul-éluard 6000 nantes france,109,,rue,Paul-Éluard,6000,Nantes,France,Café de la Gare,"Parsing: café de la gare 109 rue paul-éluard 6000 nantes france
Champs: {""Building_Number"": 109, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Café de la Gare"", ""Street_Name"": ""Paul-Éluard"", ""Zip_Code"": 6000, ""repetition"": null, ""type_voie"": ""rue""}"
jean-mermoz 69003 bordeaux route mme martin france 60,60,,route,Jean-Mermoz,69003,Bordeaux,France,Mme Martin,"Parsing: jean-mermoz 69003 bordeaux route mme martin france 60
Champs: {""Building_Number"": 60, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""Jean-Mermoz"", ""Zip_Code"": 69003, ""repetition"": null, ""type_voie"": ""route""}"
mme lefevre 35 a rue andré-malraux 92100 strasbourg france,35,A,rue,André-Malraux,92100,Strasbourg,France,Mme Lefevre,"Parsing: mme lefevre 35 a rue andré-malraux 92100 strasbourg france
Champs: {""Building_Number"": 35, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Mme Lefevre"", ""Street_Name"": ""André-Malraux"", ""Zip_Code"": 92100, ""repetition"": ""A"", ""type_voie"": ""rue""}"
nantes france impasse ter henri-barbusse 101 mme lefevre 67000,101,ter,impasse,Henri-Barbusse,67000,Nantes,France,Mme Lefevre,"Parsing: nantes france impasse ter henri-barbusse 101 mme lefevre 67000
Champs: {""Building_Number"": 101, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Mme Lefevre"", ""Street_Name"": ""Henri-Barbusse"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""impasse""}"
